ID,Year_Birth,Kidhome,Teenhome,Dt_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntOtherProds,NumStorePurchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp1,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5
7875,1949,0,0,16/07/2022,22241,0,14191,989,1150,0,3,14,8,16,13,0,1,0,1,1
7072,1973,0,1,15/06/2021,9936,1817,7843,4071,3128,3910,6,28,16,10,4,0,0,0,0,0
6516,1989,1,0,4/06/2021,0,0,23,161,92,138,3,49,2,0,2,0,0,0,0,0
5682,1953,0,1,9/06/2021,21804,230,1978,299,483,483,12,35,12,18,11,0,0,0,0,0
5237,1950,1,2,20/03/2022,644,23,483,69,0,230,9,35,4,2,3,0,0,0,0,0
5278,1964,0,0,13/04/2022,7061,598,8280,3174,713,920,3,21,12,18,5,0,1,0,0,0
7235,1975,1,0,25/02/2022,46,115,276,92,184,161,9,35,4,0,4,0,0,0,0,0
10548,1995,0,0,26/05/2022,6509,391,8556,3174,2438,1012,3,7,6,16,12,0,0,0,0,0
2281,1970,1,0,2/12/2021,92,69,161,0,69,253,3,49,2,0,2,0,0,1,0,0
4073,1954,0,0,17/04/2022,17687,1840,5796,345,782,1495,3,42,20,20,7,0,0,1,0,0
7094,1975,0,1,13/03/2022,10235,1219,4899,2392,2254,3473,3,28,12,8,13,0,0,0,0,0
3667,1969,0,0,17/05/2021,17894,4094,15847,943,621,1012,3,56,16,10,11,0,1,0,1,1
5909,1964,0,1,6/12/2021,20585,230,2323,299,0,3496,15,56,6,8,8,0,0,0,0,0
10470,1979,1,0,1/06/2021,920,46,529,0,92,529,6,28,4,2,3,0,0,0,0,0
6488,1959,0,1,23/06/2022,1748,0,161,0,0,368,3,35,6,4,2,0,0,0,0,0
10270,1981,1,0,20/12/2021,253,115,506,276,115,253,6,49,6,0,3,0,0,0,0,0
6887,1967,1,1,11/07/2022,5635,368,5129,483,989,368,6,42,16,2,8,0,0,0,0,0
6406,1988,0,0,14/01/2022,14881,2461,8993,4025,1541,920,3,21,12,8,10,0,0,0,0,0
7573,1978,1,0,27/07/2021,897,23,207,46,23,782,3,49,4,2,2,0,0,1,0,0
4508,1952,0,0,8/08/2022,4669,805,7015,1058,391,5221,3,7,4,22,5,0,0,0,0,0
221,1955,0,1,14/07/2021,3174,69,874,92,0,1357,9,42,6,4,4,0,0,0,0,0
5331,1977,0,0,28/11/2020,13501,1173,20654,5681,0,1978,3,14,6,12,7,0,0,0,0,0
20,1965,0,1,18/11/2021,989,276,529,667,345,1403,3,28,4,2,4,0,0,0,0,0
8786,1956,0,1,12/08/2021,6923,161,1702,230,0,1334,12,42,12,2,7,0,0,0,0,0
10582,1979,0,1,19/09/2021,4140,736,8004,1748,736,2070,6,14,10,4,12,0,0,0,0,0
1915,1951,0,0,28/02/2022,18262,2645,5589,3450,0,4715,3,21,16,10,6,0,0,0,0,0
8897,1965,1,1,11/07/2021,9016,115,2093,644,598,2576,24,56,14,6,7,0,0,0,0,0
2371,1972,1,1,30/06/2021,897,23,506,69,92,276,9,49,4,0,4,0,0,0,0,0
1072,1965,0,1,16/11/2021,1610,0,391,0,0,138,6,42,4,2,3,0,0,0,0,0
2461,1955,1,1,6/03/2022,598,23,253,0,23,92,6,21,2,0,3,0,0,0,0,0
10736,1971,0,1,29/11/2021,12006,0,12006,5221,2760,3082,6,14,12,18,5,0,0,0,0,0
3194,1974,0,0,22/06/2022,9476,276,12558,1794,4186,0,3,7,8,8,10,0,0,0,0,0
49,1970,1,0,28/07/2022,46,69,138,92,23,207,3,49,2,2,2,0,0,0,0,0
4290,1972,1,0,5/06/2022,23,69,184,46,115,115,3,49,2,0,2,0,0,0,0,0
4211,1986,1,0,15/01/2021,92,276,115,69,368,391,6,49,4,0,3,0,0,0,0,0
6299,1968,0,1,21/03/2021,7452,1104,4278,897,414,4554,18,49,12,16,4,0,0,1,0,0
10846,1978,1,0,15/08/2022,7521,207,2875,575,92,3197,18,49,14,2,8,0,0,1,0,0
347,1976,0,1,25/11/2020,5267,621,1633,299,69,782,12,63,14,2,5,0,0,0,0,0
10446,1957,0,0,24/01/2021,4232,529,10258,690,529,529,3,14,10,8,7,0,1,0,1,1
3479,1950,0,0,5/10/2021,92,184,253,276,46,299,3,49,4,0,3,0,0,1,0,0
11075,1978,1,1,15/01/2022,4209,46,1472,161,46,276,12,28,6,6,5,0,0,0,0,0
4442,1961,0,1,22/06/2021,713,437,805,598,322,1196,6,21,2,2,5,0,0,0,0,0
199,1962,0,0,8/04/2021,5037,69,1380,276,207,276,3,49,8,2,7,0,0,0,1,0
6722,1954,0,1,14/09/2022,11017,644,3128,1725,322,805,9,42,20,6,7,0,0,0,0,0
796,1965,0,1,9/01/2021,13432,1012,4876,1058,184,4071,9,56,22,8,8,0,0,0,0,0
8523,1968,1,0,2/03/2022,552,23,368,276,46,115,9,56,8,0,3,0,0,0,0,0
310,1970,0,1,1/03/2022,7590,115,3657,828,621,368,12,28,8,8,9,0,0,0,0,0
8629,1956,1,1,12/06/2021,437,23,230,46,23,184,3,35,2,0,3,0,0,0,0,0
236,1951,1,1,7/04/2021,644,529,667,667,322,1081,9,42,4,2,4,0,0,0,0,0
9930,1944,0,0,22/01/2022,13938,3404,5244,345,3404,506,3,14,12,16,13,0,0,0,0,0
3483,1958,0,0,23/06/2021,23897,989,4692,3519,1334,667,9,56,4,16,12,1,1,0,1,0
4599,1976,0,2,21/01/2022,9453,0,598,0,0,483,18,49,14,2,7,0,0,0,0,0
7326,1971,0,1,9/06/2022,782,23,437,46,161,0,3,14,2,2,3,0,0,0,0,0
7352,1957,0,1,7/01/2022,3703,644,3128,736,69,1035,12,21,6,8,6,0,0,0,0,0
2350,1972,1,1,8/06/2021,14329,1219,4094,529,391,3059,21,56,6,4,8,0,0,0,1,0
9145,1972,0,1,23/06/2021,13892,598,10810,2829,3703,2162,6,14,10,18,6,0,0,0,0,0
2964,1981,0,0,2/01/2022,69,230,184,69,368,736,3,42,2,2,2,0,0,0,0,0
5585,1972,1,0,7/07/2021,276,46,391,138,23,230,6,56,4,0,3,0,0,0,0,0
9687,1975,0,0,17/08/2022,4232,4002,5888,1150,690,736,3,14,10,8,6,0,0,0,0,0
3732,1955,0,1,23/04/2021,9039,0,5497,2070,1587,1587,18,28,10,14,9,0,0,0,0,0
2986,1976,1,1,29/05/2022,161,46,92,46,23,92,3,42,2,0,2,0,0,0,0,0
7462,1954,0,0,10/02/2021,1564,0,5198,1173,3611,1564,9,63,20,4,4,0,0,0,0,0
3900,1972,0,1,15/06/2022,14766,322,1127,0,161,1311,3,35,18,4,9,0,0,0,0,0
7034,1978,1,0,18/11/2021,184,161,207,299,138,276,6,56,4,0,3,0,0,0,0,0
9493,1980,0,0,22/07/2021,19320,1219,18492,529,1633,391,3,21,10,8,8,0,1,0,0,1
1143,1972,1,0,25/10/2021,161,230,299,69,253,253,6,49,4,0,3,0,0,0,0,0
1,1961,0,0,1/09/2022,10672,115,1472,161,0,851,3,35,14,6,7,1,0,0,0,0
3855,1963,0,0,5/07/2021,690,69,1081,437,483,966,3,56,6,4,2,0,0,0,0,0
5989,1959,0,1,3/07/2021,17296,2806,10948,897,3519,782,3,56,20,4,11,0,0,0,0,0
9499,1954,1,2,24/07/2021,29417,345,6601,460,0,345,9,35,6,8,7,0,0,0,1,1
6768,1962,1,2,31/03/2021,506,23,184,46,23,46,6,56,2,0,3,0,0,0,0,0
2150,1958,0,1,28/07/2021,19780,644,9407,1679,1288,1288,3,28,16,18,4,0,0,0,0,0
4887,1976,1,1,8/02/2022,230,115,644,253,23,184,3,35,4,0,3,0,0,0,0,0
8560,1992,0,0,27/11/2020,8073,368,3588,161,115,3335,3,42,12,8,7,0,0,0,0,0
10402,1967,1,1,3/05/2021,575,23,207,46,23,23,6,56,2,0,3,0,0,0,0,0
9904,1956,0,1,15/06/2021,7728,2829,6302,1058,2829,3243,15,21,12,10,12,0,0,0,0,0
6141,1972,1,0,12/07/2021,4393,207,2231,0,138,1886,6,49,12,2,5,0,0,0,0,0
5687,1980,0,0,10/12/2020,12949,1150,17802,644,713,4301,3,21,14,14,12,0,0,0,0,0
10856,1980,0,1,18/09/2021,713,0,138,0,23,184,3,42,2,0,3,0,0,0,0,0
5121,1977,0,1,7/06/2022,11017,115,1886,161,391,3933,6,35,14,12,5,0,0,1,0,0
368,1974,0,1,15/02/2021,2093,1495,1196,230,1012,644,9,35,6,4,6,0,0,0,0,0
3312,1988,1,0,29/07/2022,115,161,552,437,322,460,12,42,6,0,4,0,0,0,0,0
11121,1981,1,0,27/01/2021,46,322,644,368,69,161,12,63,8,0,3,0,0,0,0,0
5332,1960,0,0,13/10/2021,8326,1150,9913,3082,805,1242,3,7,6,12,7,0,0,0,0,0
10343,1991,0,0,16/12/2020,13915,2093,9177,0,1035,4715,6,21,6,12,8,0,0,0,0,0
5935,1956,0,1,12/03/2021,12581,161,3220,0,161,1449,9,35,14,10,8,0,0,0,0,0
2895,1963,0,1,9/01/2022,2392,23,1242,299,207,322,6,35,6,2,5,0,0,0,0,0
10262,1980,2,0,27/07/2021,184,46,345,0,230,414,12,35,6,2,3,0,0,0,0,0
7848,1974,0,1,30/08/2021,5152,46,575,161,0,2530,6,42,10,6,3,0,0,0,0,0
9477,1954,0,1,30/03/2022,8832,0,2346,483,736,115,9,28,12,4,9,0,0,0,0,0
4856,1957,0,0,23/01/2021,12788,1242,19435,4646,3059,1449,3,21,14,14,10,0,1,1,0,0
5794,1974,0,1,3/06/2022,9384,0,483,0,0,391,9,56,14,2,7,0,1,0,1,0
1456,1979,0,1,18/06/2021,6095,4577,6969,5382,207,3910,21,49,20,4,12,0,0,0,0,0
4877,1973,0,1,21/05/2022,782,0,161,0,0,0,3,49,2,0,3,0,0,0,0,0
425,1985,2,0,8/05/2021,8602,1472,2668,1932,575,1472,9,35,12,4,11,0,0,0,0,0
1031,1989,0,0,22/07/2021,13800,460,8050,667,690,759,3,14,12,18,10,0,0,0,0,1
9553,1987,0,0,28/03/2021,0,46,69,92,23,115,3,42,0,0,3,0,0,0,0,0
4120,1975,1,0,5/03/2022,2024,897,1794,1334,299,2139,6,49,12,2,4,0,0,0,0,0
115,1966,0,1,12/06/2021,6325,253,1564,575,161,161,9,35,10,2,8,0,0,0,0,0
4259,1986,2,0,11/12/2021,138,0,92,0,0,0,3,49,2,0,2,0,0,0,0,0
9353,1959,0,1,25/03/2022,11845,1081,6141,1426,1518,874,6,21,10,10,4,0,0,0,1,0
738,1981,1,1,21/06/2022,1104,299,1311,552,345,575,12,49,6,2,4,0,0,0,0,0
773,1971,1,1,16/09/2021,8717,92,2139,276,207,2254,21,42,12,12,4,0,0,0,0,0
10602,1983,1,0,3/05/2021,667,276,1357,437,23,828,6,56,6,0,4,0,0,0,0,0
1446,1956,0,0,22/06/2022,8901,1564,13087,2047,1035,1564,3,7,12,18,12,0,0,0,0,0
8443,1972,1,0,29/04/2022,138,230,276,69,345,920,9,56,6,2,2,0,0,1,0,0
9653,1975,0,1,2/01/2021,621,23,322,92,23,483,6,56,4,0,3,0,0,0,0,0
8916,1975,2,0,9/10/2021,207,23,115,0,0,23,3,35,0,0,3,0,0,0,0,0
8017,1981,1,1,5/09/2022,506,0,437,138,115,69,6,42,4,0,3,0,0,0,0,0
5830,1972,0,0,29/11/2020,20677,2346,19274,3059,2346,920,3,14,10,12,10,0,0,0,0,0
7023,1953,2,1,12/02/2021,4347,46,1265,0,115,276,12,63,12,2,4,0,0,0,0,0
8086,1959,1,1,27/02/2022,1104,0,46,0,0,115,6,49,4,0,3,0,0,0,0,0
2930,1978,0,0,4/03/2022,19596,1380,4761,1794,828,1104,6,35,4,12,10,0,0,0,0,0
1928,1973,1,0,28/04/2021,805,69,460,92,23,460,6,63,4,0,3,0,0,1,0,0
7108,1965,1,1,25/11/2020,4715,460,1081,529,46,1288,18,35,10,4,5,0,0,0,0,0
10925,1983,0,0,2/04/2022,5865,713,10258,920,1288,4025,3,7,6,20,11,0,0,0,0,0
9960,1991,1,0,17/07/2022,0,0,23,184,69,46,3,49,2,0,2,0,0,0,0,0
8800,1943,0,0,20/04/2021,10051,184,4738,3680,1127,966,6,42,14,20,5,0,0,1,0,0
9224,1972,0,1,28/02/2021,18975,184,1219,253,0,5566,6,42,16,20,5,0,0,0,0,0
5046,1958,0,1,11/04/2022,17388,3174,8142,3680,3887,1403,6,28,20,12,7,0,0,0,0,0
7037,1974,1,0,28/10/2021,4462,1265,3082,345,0,69,9,42,8,4,8,0,0,0,0,0
905,1986,1,0,8/01/2022,161,391,414,138,230,598,12,56,8,0,3,0,0,0,0,0
8624,1958,0,0,25/04/2021,4209,759,11339,1357,2369,1311,3,14,8,6,10,0,0,0,0,0
8945,1970,0,1,2/11/2021,3933,0,253,0,23,460,6,42,8,2,4,0,0,0,0,0
11074,1977,0,0,26/06/2022,11362,2116,8993,4462,253,5543,3,0,6,8,10,0,0,0,0,0
10150,1961,0,0,7/02/2022,10672,644,20079,667,414,851,0,14,14,8,7,0,1,0,0,0
1968,1971,1,0,18/02/2022,115,23,115,230,0,161,3,49,2,0,2,0,0,0,0,0
9485,1986,0,0,27/05/2022,2346,207,1127,552,69,276,3,28,4,2,6,0,0,0,0,0
7053,1966,0,0,15/09/2021,13892,644,15502,2093,644,644,3,7,6,20,8,0,0,0,0,0
9760,1963,0,1,13/04/2021,21919,0,1633,0,0,4002,18,56,20,10,10,0,0,0,0,0
1048,1972,1,0,30/09/2021,1449,69,1541,184,207,644,6,49,6,2,4,0,0,0,0,0
10619,1994,0,0,19/02/2021,17710,667,20470,5750,621,552,3,21,14,6,7,0,0,0,0,1
9308,1954,0,0,28/07/2021,9154,1403,6095,3174,1403,1219,3,7,6,8,6,0,0,0,0,0
8362,1982,0,0,24/10/2021,33994,437,9269,0,437,0,3,21,14,12,6,0,0,0,1,1
2625,1954,0,1,3/02/2022,3588,667,1288,690,736,1081,6,21,6,4,7,0,0,0,0,0
4637,1954,0,0,4/08/2021,22080,1472,10672,3358,0,368,3,21,12,18,9,0,1,0,0,0
4483,1993,0,0,4/07/2021,7245,598,10879,5060,276,4186,3,7,4,20,6,0,0,0,0,0
4487,1969,1,0,12/04/2021,345,460,575,46,161,598,3,42,4,0,4,0,0,0,0,0
4988,1948,1,1,21/07/2022,437,138,460,0,115,276,9,28,2,2,4,0,0,0,0,0
2008,1978,0,0,29/04/2022,8556,529,8832,5750,276,2484,3,14,8,10,9,0,1,0,0,0
3139,1982,0,0,18/03/2022,20033,2553,16192,3335,1265,3818,3,14,8,8,10,0,0,0,1,0
10037,1993,0,0,21/07/2022,8625,3496,7705,2139,2093,1863,3,14,10,8,6,0,0,0,0,0
10673,1976,0,1,3/02/2022,17480,1840,10718,391,299,1840,3,21,12,18,5,0,0,0,0,0
538,1989,1,0,29/04/2022,713,207,621,368,207,759,3,21,2,2,4,0,0,0,0,0
7922,1951,0,1,29/10/2020,18837,0,1656,276,0,1449,6,49,22,4,10,0,0,0,1,0
5692,1989,1,0,10/03/2021,23,92,69,184,207,161,3,56,2,0,3,0,0,0,0,0
4843,1952,0,0,8/08/2022,4669,805,7015,1058,391,5221,3,7,4,22,5,0,0,0,0,0
1204,1970,0,1,8/08/2021,28819,0,10281,529,1633,805,9,56,22,10,11,0,1,0,0,0
3673,1971,0,1,30/09/2021,8533,391,5474,529,552,2438,9,35,14,10,11,0,0,0,0,0
760,1975,1,0,26/10/2021,13524,161,1748,2530,345,345,6,42,16,8,9,0,0,0,0,0
8957,1952,1,1,27/08/2021,11040,1978,5727,1725,1978,3312,24,42,12,6,5,0,0,0,0,0
6810,1983,0,0,14/08/2021,6141,2254,13938,1104,1610,2254,3,7,6,4,6,0,0,0,0,1
8700,1986,0,0,10/03/2021,161,161,322,161,368,345,9,49,4,2,3,0,0,0,0,0
3202,1987,0,0,18/12/2020,26818,0,1104,0,0,828,3,56,8,8,10,0,0,0,1,1
1328,1982,0,1,5/05/2022,6003,966,3312,1265,1104,3059,9,21,8,8,9,0,0,0,0,0
8405,1979,1,1,17/12/2021,3105,575,1173,529,575,1058,6,21,8,4,5,0,0,0,0,0
2882,1975,0,1,18/12/2020,16353,644,3266,1127,414,1081,6,56,6,4,9,0,0,0,0,0
5320,1973,1,1,17/04/2021,1817,161,1334,138,69,414,12,42,6,2,4,0,0,0,0,0
5048,1971,2,0,28/07/2021,460,138,989,437,115,874,3,56,6,2,2,0,0,0,0,0
10031,1976,1,1,29/04/2021,460,46,529,69,23,92,15,56,6,0,4,0,0,0,0,0
5748,1965,0,1,17/02/2021,2645,621,1012,92,3358,3197,9,35,10,4,6,0,0,0,0,0
2134,1952,0,1,3/11/2020,6049,115,5359,1587,943,1909,12,35,10,10,8,0,0,0,0,0
1523,1973,1,1,24/07/2022,1587,46,345,46,46,138,6,35,4,0,4,0,0,0,0,0
9665,1957,0,1,14/07/2021,6141,69,690,92,0,1311,12,42,10,4,5,0,0,0,0,0
4640,1967,0,1,8/12/2020,12903,1955,3933,575,2829,2622,6,14,8,14,13,0,0,0,0,0
3635,1962,0,1,24/07/2022,11316,0,851,161,0,966,9,35,12,6,8,0,0,0,0,0
2456,1975,0,1,31/12/2021,1840,92,1058,0,391,46,15,42,4,2,5,0,0,0,0,0
5633,1980,1,1,11/09/2022,2231,276,1932,299,230,345,21,35,6,2,6,0,0,0,0,0
10489,1973,0,0,5/11/2021,15939,483,21275,713,552,1932,3,14,12,14,9,0,1,0,0,1
7011,1973,1,0,29/12/2020,989,46,621,0,207,276,9,49,6,0,4,0,0,0,0,0
2620,1974,1,0,30/06/2021,322,0,46,0,0,161,3,56,2,0,2,0,0,0,0,0
10981,1988,0,0,21/04/2022,9982,3151,9200,1035,3151,1035,3,7,6,8,10,0,0,0,0,0
10995,1988,1,0,29/01/2021,368,115,690,184,161,598,9,56,6,0,4,0,0,0,0,0
6357,1959,0,1,3/02/2022,5290,805,1725,1449,1311,713,9,35,14,2,7,0,0,0,0,0
10286,1962,0,0,22/04/2022,7314,184,9361,3450,805,184,3,0,4,16,13,0,0,0,0,0
1600,1965,2,1,28/12/2021,6716,69,1771,230,69,598,21,49,12,6,5,0,0,0,0,0
3308,1952,1,1,22/03/2022,690,207,276,46,253,690,9,28,4,0,4,0,0,0,0,0
2166,1960,1,1,28/09/2021,276,23,69,0,0,161,3,28,0,2,2,0,0,0,0,0
3955,1965,0,0,8/09/2022,46,23,23,23,0,23,0,98,0,0,0,0,0,0,0,0
6634,1979,1,0,24/10/2021,506,69,414,0,0,253,3,49,4,0,3,0,0,0,0,0
3056,1978,0,1,31/12/2021,13501,989,7751,966,2001,1242,9,42,22,12,9,0,0,0,0,0
5718,1950,0,0,1/11/2021,15502,3864,2484,4416,966,5313,3,21,10,22,6,0,1,0,0,1
6872,1974,0,1,7/11/2021,6532,69,1932,92,161,529,6,28,8,4,8,0,0,0,0,0
8164,1978,0,0,11/02/2022,23529,2139,14973,1127,1265,851,3,14,10,12,7,0,0,0,0,0
4580,1969,0,0,11/01/2022,32062,506,16284,2047,2093,4186,3,35,18,14,9,0,1,1,0,1
9305,1976,0,0,29/07/2021,7153,598,14720,4140,851,2783,3,14,8,18,13,0,0,0,0,0
453,1956,1,1,15/09/2022,621,0,276,0,23,115,6,35,4,0,3,0,0,0,0,0
8545,1954,0,0,7/06/2022,29808,391,7153,1035,1587,1173,3,7,4,8,10,1,1,0,1,1
9850,1972,1,0,15/02/2021,69,138,161,0,0,69,3,49,0,0,3,0,0,0,0,0
7646,1989,1,0,7/05/2022,5014,1449,6486,3151,805,1610,12,28,10,6,12,0,0,0,0,0
1640,1954,1,1,8/09/2022,1518,0,368,0,138,460,6,21,2,2,4,0,0,0,0,0
5184,1995,0,0,12/06/2022,92,46,253,46,0,92,3,42,2,0,2,0,0,0,0,0
1212,1973,1,0,30/10/2021,8832,575,6716,2990,943,1472,9,42,16,16,6,0,0,1,0,0
9097,1956,0,1,20/01/2022,5612,184,736,161,46,1150,12,28,6,2,8,0,0,0,0,0
10473,1956,0,1,27/11/2020,3634,437,6624,575,0,874,3,49,12,8,9,0,0,0,1,1
7962,1987,0,0,26/12/2021,29555,483,10327,2438,460,460,3,7,8,6,4,0,1,0,0,1
9984,1981,1,1,13/06/2021,8027,368,3312,644,115,4186,15,56,16,10,4,0,1,1,0,0
6374,1954,0,1,3/08/2021,5129,46,713,0,46,897,15,56,10,4,4,0,0,0,0,0
7453,1954,0,1,21/04/2021,3611,989,2921,1564,1288,851,18,28,6,16,4,0,0,1,0,0
8952,1953,0,1,22/01/2021,9131,1058,6624,460,874,1610,6,21,12,10,10,0,0,0,0,0
8975,1968,1,1,14/04/2022,322,69,483,46,23,644,12,56,6,2,2,0,0,1,0,0
6119,1963,1,1,27/07/2021,230,0,69,0,0,92,3,42,2,0,2,0,0,0,0,0
1710,1978,1,0,24/05/2021,3542,460,1518,0,276,621,21,63,12,2,4,0,0,0,0,0
5313,1971,1,1,5/07/2022,690,0,253,0,0,69,9,35,4,0,4,0,0,0,0,0
10634,1951,0,0,6/07/2022,2070,1541,3795,690,989,253,3,21,8,4,8,0,0,0,0,0
7010,1965,0,0,24/06/2022,14605,2622,5842,3036,3496,1748,3,21,12,12,7,0,0,0,0,1
3158,1973,1,0,22/03/2021,299,69,138,138,115,138,3,56,2,0,3,0,0,0,0,0
4436,1976,0,0,9/05/2021,414,966,552,345,460,414,3,49,4,2,4,0,0,0,0,0
5287,1973,1,0,5/09/2022,1035,46,598,92,23,23,9,49,6,2,3,0,0,0,0,0
4240,1978,1,0,20/01/2021,92,207,368,391,0,276,6,56,4,2,2,0,0,0,0,0
8911,1967,0,1,25/06/2021,4623,1219,3956,2668,1771,1909,9,28,10,8,9,0,0,0,0,0
3706,1978,1,0,7/11/2021,437,184,667,0,276,598,3,49,4,4,2,0,0,1,0,0
3628,1987,1,0,17/04/2021,92,184,253,437,276,598,6,63,4,2,2,0,0,0,0,0
10175,1958,0,1,18/10/2021,414,0,46,0,0,46,3,28,2,0,3,0,0,0,0,0
9220,1971,0,0,5/04/2021,13248,3956,22103,2875,2645,437,3,21,16,12,5,0,0,0,0,0
5263,1977,1,0,10/04/2021,115,230,299,69,184,368,3,56,2,0,3,0,0,0,0,0
1020,1973,0,0,29/07/2022,8050,1380,13064,2530,3059,3335,3,14,10,12,7,0,0,0,0,1
9503,1980,0,0,15/11/2020,897,759,2990,943,598,1012,6,56,10,2,5,0,0,0,0,0
67,1972,1,1,5/12/2021,1564,0,368,0,0,184,9,49,4,0,4,0,0,0,0,0
6019,1971,1,0,16/06/2022,1035,69,207,92,92,161,3,42,2,4,2,0,0,1,0,0
5863,1953,0,1,15/08/2021,8257,0,3082,299,598,2829,12,35,12,6,8,0,0,0,0,0
3717,1959,0,1,10/07/2022,9269,552,667,138,552,5014,6,21,10,10,6,0,0,1,0,0
6730,1954,1,1,20/01/2021,782,23,322,0,0,115,9,56,4,0,3,0,0,0,0,0
10749,1991,0,0,5/12/2020,1679,414,1518,161,276,46,45,133,0,2,0,0,0,0,0,0
5985,1965,0,1,30/12/2020,1840,23,851,0,23,69,9,49,4,2,4,0,0,0,0,0
4754,1966,0,1,12/12/2021,690,253,759,299,138,667,3,28,4,0,4,0,0,0,0,0
4002,1960,0,1,30/12/2021,10649,2208,7659,3864,1219,230,3,21,14,14,12,0,0,0,0,0
966,1966,0,1,21/09/2021,12374,299,2093,391,138,598,18,35,12,4,11,0,0,0,1,0
4767,1965,0,0,24/06/2022,14605,2622,5842,3036,3496,1748,3,21,12,12,7,0,0,0,0,1
4475,1949,0,0,5/05/2021,30245,506,17940,3335,0,4094,3,35,14,16,9,0,0,0,0,0
5740,1970,1,1,3/05/2021,92,46,276,161,115,598,6,42,2,4,2,0,0,0,0,0
5731,1983,1,0,22/06/2021,276,0,299,46,0,230,3,49,2,0,3,0,0,0,0,0
7290,1985,0,0,22/12/2020,7981,1012,12282,391,0,598,3,14,6,10,12,0,0,0,0,0
3846,1974,0,1,15/11/2020,4416,115,1219,0,115,345,12,56,12,2,4,0,0,0,0,0
8104,1951,0,0,26/10/2021,5543,0,276,0,0,575,3,49,10,2,5,0,0,0,0,0
4507,1952,0,0,13/02/2021,14513,644,11293,690,322,1288,3,21,12,14,8,0,0,0,0,0
4491,1949,1,1,18/12/2020,25277,0,1035,0,0,782,33,56,6,8,10,0,0,0,1,0
1162,1987,0,0,29/03/2021,2852,1909,6141,1955,1357,805,6,35,10,4,11,0,0,0,0,0
2055,1973,1,1,5/08/2022,345,0,184,92,46,460,6,35,2,2,2,0,0,1,0,0
10766,1964,0,1,28/06/2022,9131,437,1587,276,0,207,3,14,8,8,8,0,0,0,0,0
4415,1961,1,1,29/11/2020,230,92,92,69,69,322,9,49,2,2,3,0,0,0,0,0
3005,1992,0,0,18/07/2022,12190,2691,15594,3082,1012,3381,3,7,8,20,8,0,1,1,0,0
2223,1965,0,1,20/10/2020,27945,759,5727,1472,2668,3427,24,42,16,18,8,0,0,0,0,0
4817,1956,0,0,21/10/2020,69,46,161,0,92,46,3,56,2,0,2,0,0,0,0,0
2875,1978,0,0,21/05/2022,10212,1012,8786,253,184,391,3,14,6,14,13,0,0,0,0,0
9197,1953,0,1,13/05/2022,736,0,115,46,0,184,6,35,4,0,3,0,0,0,0,0
4207,1981,0,0,18/07/2021,23023,1012,2461,1334,1012,1012,3,14,12,14,11,0,0,1,0,1
10855,1968,1,0,10/04/2022,5382,322,1771,437,230,966,6,35,8,2,8,0,0,0,0,0
3081,1978,1,0,9/07/2021,161,46,138,46,0,69,3,49,2,0,2,0,0,0,0,0
3535,1965,0,0,3/06/2022,5773,2484,7682,1495,2116,2691,3,14,8,6,5,0,0,0,0,0
247,1971,1,0,3/02/2021,3956,230,2875,483,299,368,18,63,14,4,4,0,0,0,0,0
8707,1956,0,0,8/11/2020,12995,966,12604,1472,1909,2277,3,21,10,12,4,0,0,0,0,0
6072,1970,0,0,21/04/2021,21114,1311,19366,2277,874,3059,3,21,10,16,6,0,1,0,0,0
6295,1977,0,1,23/04/2021,14996,184,3634,483,0,3266,12,56,22,12,5,0,0,0,0,0
10914,1970,1,1,29/12/2021,92,23,161,46,23,46,6,28,2,0,3,0,0,0,0,0
7348,1958,0,0,3/06/2022,7728,2990,9453,5520,736,989,3,14,8,14,5,0,0,0,0,0
1127,1973,0,0,15/08/2022,21574,437,19389,575,2185,874,3,14,12,12,7,0,0,0,0,1
1833,1974,1,0,13/07/2022,1564,184,414,437,184,276,6,35,4,2,4,0,0,0,0,0
9080,1972,1,1,8/09/2021,874,92,506,69,69,69,9,56,6,0,3,0,0,0,0,0
6466,1965,1,1,29/05/2022,2415,0,207,46,23,92,9,21,4,2,4,0,0,0,0,0
9964,1979,0,1,24/10/2021,3726,1150,2300,1265,690,621,3,28,8,4,8,0,0,0,0,0
4790,1958,0,1,19/08/2022,13202,184,4968,483,368,759,3,7,8,6,5,0,0,0,0,0
10245,1986,0,0,17/01/2021,3680,1840,8487,1541,897,943,3,7,6,6,8,0,0,0,0,0
6001,1979,0,1,21/03/2021,14122,805,3680,1334,805,805,6,35,10,16,10,0,0,0,0,0
5538,1975,0,0,25/12/2021,20631,3703,9890,4278,3703,621,0,7,8,14,6,0,1,1,0,1
10552,1979,0,1,6/08/2021,1610,1242,2507,1840,207,1035,6,35,8,2,7,0,0,0,0,0
1545,1986,1,0,19/10/2021,2760,437,4738,575,437,1242,18,56,14,4,5,0,0,0,0,0
4444,1972,1,0,10/06/2022,253,0,368,161,138,483,3,56,4,0,3,0,0,0,0,0
146,1960,0,0,1/02/2022,17480,1219,9200,391,2139,0,3,14,8,10,11,0,1,0,0,0
